it: 1, min: 9.453753471374512, max: 100.0, mean: 70.39328002929688, var: 340.22021484375, global_min: 9.453753471374512
it: 49, min: -181.55844116210938, max: 200.0, mean: 21.157079696655273, var: 10964.5126953125, global_min: -189.55844116210938
it: 50, min: -186.55844116210938, max: 193.02992248535156, mean: 9.547760963439941, var: 12094.984375, global_min: -189.55844116210938
it: 51, min: -179.55844116210938, max: 200.0, mean: 12.138691902160645, var: 12273.341796875, global_min: -189.55844116210938
it: 52, min: -186.55844116210938, max: 200.0, mean: -12.897162437438965, var: 12110.4775390625, global_min: -189.55844116210938
it: 53, min: -185.55844116210938, max: 200.0, mean: -21.408306121826172, var: 13722.6943359375, global_min: -189.55844116210938
it: 54, min: -186.55844116210938, max: 200.0, mean: -28.91022491455078, var: 12370.1884765625, global_min: -189.55844116210938
it: 55, min: -189.55844116210938, max: 200.0, mean: -31.226436614990234, var: 12443.599609375, global_min: -189.55844116210938
it: 56, min: -181.55844116210938, max: 200.0, mean: -41.30624771118164, var: 11908.91015625, global_min: -189.55844116210938
it: 57, min: -189.55844116210938, max: 186.27345275878906, mean: -52.06794738769531, var: 11341.564453125, global_min: -189.55844116210938
it: 58, min: -183.55844116210938, max: 200.0, mean: -32.441917419433594, var: 12631.734375, global_min: -189.55844116210938
it: 59, min: -186.55844116210938, max: 178.89390563964844, mean: -61.4522819519043, var: 10448.197265625, global_min: -189.55844116210938
it: 60, min: -186.55844116210938, max: 178.89390563964844, mean: -58.32830810546875, var: 10991.0859375, global_min: -189.55844116210938
it: 61, min: -174.55844116210938, max: 200.0, mean: -38.796836853027344, var: 12126.2548828125, global_min: -189.55844116210938
it: 62, min: -182.55844116210938, max: 200.0, mean: -44.954471588134766, var: 12482.26953125, global_min: -189.55844116210938
it: 63, min: -182.55844116210938, max: 200.0, mean: -49.03076171875, var: 13223.0947265625, global_min: -189.55844116210938
it: 64, min: -177.55844116210938, max: 186.27345275878906, mean: -33.126102447509766, var: 13737.3818359375, global_min: -189.55844116210938
it: 65, min: -173.55844116210938, max: 200.0, mean: -40.17796325683594, var: 13931.4580078125, global_min: -189.55844116210938
it: 66, min: -176.55844116210938, max: 200.0, mean: -76.27494049072266, var: 12252.3896484375, global_min: -189.55844116210938
it: 67, min: -180.55844116210938, max: 200.0, mean: -68.41425323486328, var: 13798.2431640625, global_min: -189.55844116210938
it: 68, min: -181.55844116210938, max: 200.0, mean: -95.20803833007812, var: 11229.3193359375, global_min: -189.55844116210938
it: 69, min: -185.55844116210938, max: 146.68768310546875, mean: -89.74849700927734, var: 11842.40234375, global_min: -189.55844116210938
it: 70, min: -185.55844116210938, max: 178.89390563964844, mean: -91.70033264160156, var: 11802.5419921875, global_min: -189.55844116210938
it: 71, min: -183.55844116210938, max: 200.0, mean: -114.3533935546875, var: 8692.2646484375, global_min: -189.55844116210938
it: 72, min: -181.55844116210938, max: 200.0, mean: -92.134765625, var: 10864.8095703125, global_min: -189.55844116210938
it: 73, min: -182.55844116210938, max: 200.0, mean: -99.615966796875, var: 9028.9375, global_min: -189.55844116210938
it: 74, min: -185.55844116210938, max: 167.4775848388672, mean: -125.6509017944336, var: 6869.05712890625, global_min: -189.55844116210938
it: 75, min: -177.55844116210938, max: 200.0, mean: -108.39286804199219, var: 10325.896484375, global_min: -189.55844116210938
it: 76, min: -176.55844116210938, max: 178.89390563964844, mean: -101.43748474121094, var: 10698.9423828125, global_min: -189.55844116210938
it: 77, min: -175.55844116210938, max: 186.27345275878906, mean: -124.60034942626953, var: 7097.650390625, global_min: -189.55844116210938
it: 78, min: -174.55844116210938, max: 200.0, mean: -99.37886810302734, var: 9404.48828125, global_min: -189.55844116210938
it: 79, min: -173.55844116210938, max: 200.0, mean: -92.05107116699219, var: 11093.861328125, global_min: -189.55844116210938
it: 80, min: -175.55844116210938, max: 186.27345275878906, mean: -126.67488861083984, var: 6198.072265625, global_min: -189.55844116210938
it: 81, min: -175.55844116210938, max: 151.35415649414062, mean: -128.31678771972656, var: 6167.89697265625, global_min: -189.55844116210938
it: 82, min: -175.55844116210938, max: 129.8324432373047, mean: -125.75885772705078, var: 7368.7578125, global_min: -189.55844116210938
it: 83, min: -175.55844116210938, max: 151.35415649414062, mean: -132.25668334960938, var: 5896.33349609375, global_min: -189.55844116210938
it: 84, min: -174.55844116210938, max: 186.27345275878906, mean: -136.00230407714844, var: 5744.3115234375, global_min: -189.55844116210938
it: 85, min: -173.55844116210938, max: 186.27345275878906, mean: -138.16127014160156, var: 4962.056640625, global_min: -189.55844116210938
it: 86, min: -174.55844116210938, max: 200.0, mean: -138.0684356689453, var: 5193.033203125, global_min: -189.55844116210938
it: 87, min: -175.55844116210938, max: 126.54926300048828, mean: -150.40049743652344, var: 2163.96435546875, global_min: -189.55844116210938
it: 88, min: -177.55844116210938, max: 135.17822265625, mean: -153.09375, var: 1915.35888671875, global_min: -189.55844116210938
it: 89, min: -174.55844116210938, max: 173.89390563964844, mean: -158.54359436035156, var: 1115.8013916015625, global_min: -189.55844116210938
it: 90, min: -172.55844116210938, max: 138.62440490722656, mean: -156.92572021484375, var: 1455.489501953125, global_min: -189.55844116210938
it: 91, min: -175.55844116210938, max: 139.62440490722656, mean: -148.5286865234375, var: 3030.76123046875, global_min: -189.55844116210938
it: 92, min: -173.55844116210938, max: 150.5968475341797, mean: -148.0583953857422, var: 3203.52294921875, global_min: -189.55844116210938
it: 93, min: -175.55844116210938, max: 150.62440490722656, mean: -157.47421264648438, var: 1569.1783447265625, global_min: -189.55844116210938
it: 94, min: -173.55844116210938, max: 116.9244384765625, mean: -157.4523468017578, var: 1600.113037109375, global_min: -189.55844116210938
it: 95, min: -175.55844116210938, max: 137.62440490722656, mean: -157.74459838867188, var: 1687.68798828125, global_min: -189.55844116210938
it: 96, min: -175.55844116210938, max: 137.35415649414062, mean: -159.49481201171875, var: 1704.599365234375, global_min: -189.55844116210938
it: 97, min: -173.55844116210938, max: 175.02992248535156, mean: -152.69158935546875, var: 2775.356201171875, global_min: -189.55844116210938
it: 98, min: -175.55844116210938, max: 190.0, mean: -156.41246032714844, var: 2207.870361328125, global_min: -189.55844116210938
it: 99, min: -173.55844116210938, max: 180.02992248535156, mean: -161.93617248535156, var: 1155.21484375, global_min: -189.55844116210938
it: 100, min: -173.55844116210938, max: 134.528076171875, mean: -162.47860717773438, var: 1201.748779296875, global_min: -189.55844116210938
it: 101, min: -173.55844116210938, max: 172.02992248535156, mean: -162.9108123779297, var: 756.468505859375, global_min: -189.55844116210938
it: 102, min: -173.55844116210938, max: 130.62440490722656, mean: -162.81307983398438, var: 946.908203125, global_min: -189.55844116210938
it: 103, min: -175.55844116210938, max: 96.48806762695312, mean: -164.41819763183594, var: 449.9709167480469, global_min: -189.55844116210938
it: 104, min: -173.55844116210938, max: 157.89390563964844, mean: -162.75669860839844, var: 1006.1069946289062, global_min: -189.55844116210938
it: 105, min: -173.55844116210938, max: 121.41871643066406, mean: -160.85902404785156, var: 1264.6942138671875, global_min: -189.55844116210938
it: 106, min: -173.55844116210938, max: 131.62440490722656, mean: -162.10118103027344, var: 949.5221557617188, global_min: -189.55844116210938
it: 107, min: -175.55844116210938, max: 115.12117767333984, mean: -164.14749145507812, var: 734.6549682617188, global_min: -189.55844116210938
it: 108, min: -173.55844116210938, max: 141.75868225097656, mean: -164.88108825683594, var: 710.17578125, global_min: -189.55844116210938
it: 109, min: -173.55844116210938, max: 61.441558837890625, mean: -167.58595275878906, var: 192.37673950195312, global_min: -189.55844116210938
it: 110, min: -173.55844116210938, max: -110.55844116210938, mean: -168.25595092773438, var: 46.215999603271484, global_min: -189.55844116210938
it: 111, min: -173.55844116210938, max: 64.04375457763672, mean: -167.96945190429688, var: 169.53500366210938, global_min: -189.55844116210938
it: 112, min: -173.55844116210938, max: 172.0, mean: -164.662841796875, var: 765.1001586914062, global_min: -189.55844116210938
it: 113, min: -173.55844116210938, max: 86.36578369140625, mean: -164.32925415039062, var: 640.4729614257812, global_min: -189.55844116210938
it: 114, min: -173.55844116210938, max: 102.71912384033203, mean: -166.0096435546875, var: 496.6998596191406, global_min: -189.55844116210938
it: 115, min: -173.55844116210938, max: 80.44155883789062, mean: -166.0888671875, var: 392.31842041015625, global_min: -189.55844116210938
it: 116, min: -173.55844116210938, max: 104.83245086669922, mean: -165.93359375, var: 410.1210021972656, global_min: -189.55844116210938
it: 117, min: -173.55844116210938, max: 67.04375457763672, mean: -166.2048797607422, var: 363.998046875, global_min: -189.55844116210938
it: 118, min: -171.55844116210938, max: -12.476402282714844, mean: -166.59054565429688, var: 179.25282287597656, global_min: -189.55844116210938
it: 119, min: -177.55844116210938, max: -93.55844116210938, mean: -167.15345764160156, var: 73.6509780883789, global_min: -189.55844116210938
it: 120, min: -173.55844116210938, max: 153.89390563964844, mean: -163.80429077148438, var: 1049.35595703125, global_min: -189.55844116210938
it: 121, min: -173.55844116210938, max: 106.83245086669922, mean: -164.44728088378906, var: 787.78857421875, global_min: -189.55844116210938
it: 122, min: -173.55844116210938, max: 101.44155883789062, mean: -166.1904296875, var: 410.1022644042969, global_min: -189.55844116210938
it: 123, min: -173.55844116210938, max: 133.0444793701172, mean: -166.03846740722656, var: 536.5033569335938, global_min: -189.55844116210938
it: 124, min: -173.55844116210938, max: 114.60643768310547, mean: -166.13638305664062, var: 562.7172241210938, global_min: -189.55844116210938
it: 125, min: -175.55844116210938, max: 79.44155883789062, mean: -166.04391479492188, var: 398.14483642578125, global_min: -189.55844116210938
it: 126, min: -173.55844116210938, max: 106.45230865478516, mean: -164.77687072753906, var: 475.1861572265625, global_min: -189.55844116210938
it: 127, min: -175.55844116210938, max: 78.68330383300781, mean: -163.7274932861328, var: 650.9000244140625, global_min: -189.55844116210938
it: 128, min: -173.55844116210938, max: 179.0, mean: -163.17202758789062, var: 1338.6552734375, global_min: -189.55844116210938
it: 129, min: -173.55844116210938, max: 163.27345275878906, mean: -164.31765747070312, var: 767.4950561523438, global_min: -189.55844116210938
it: 130, min: -175.55844116210938, max: 106.83245086669922, mean: -162.80694580078125, var: 1075.602294921875, global_min: -189.55844116210938
it: 131, min: -175.55844116210938, max: 156.89390563964844, mean: -160.81692504882812, var: 1533.6651611328125, global_min: -189.55844116210938
it: 132, min: -175.55844116210938, max: 116.49128723144531, mean: -158.69786071777344, var: 1406.390380859375, global_min: -189.55844116210938
it: 133, min: -175.55844116210938, max: 164.89390563964844, mean: -158.3145294189453, var: 1820.192626953125, global_min: -189.55844116210938
it: 134, min: -173.55844116210938, max: 142.0444793701172, mean: -161.19541931152344, var: 1066.2303466796875, global_min: -189.55844116210938
it: 135, min: -173.55844116210938, max: 153.71572875976562, mean: -160.1591339111328, var: 1426.9937744140625, global_min: -189.55844116210938
it: 136, min: -173.55844116210938, max: 132.62440490722656, mean: -164.4835968017578, var: 746.3591918945312, global_min: -189.55844116210938
it: 137, min: -175.55844116210938, max: 170.02992248535156, mean: -153.6005401611328, var: 3198.10546875, global_min: -189.55844116210938
it: 138, min: -173.55844116210938, max: 87.64655303955078, mean: -163.6922149658203, var: 977.31005859375, global_min: -189.55844116210938
it: 139, min: -171.55844116210938, max: 112.17821502685547, mean: -164.07525634765625, var: 652.0414428710938, global_min: -189.55844116210938
it: 140, min: -171.55844116210938, max: 164.27345275878906, mean: -155.1248016357422, var: 2569.4296875, global_min: -189.55844116210938
it: 141, min: -173.55844116210938, max: 186.0, mean: -156.142333984375, var: 2661.130859375, global_min: -189.55844116210938
it: 142, min: -173.55844116210938, max: 122.53528594970703, mean: -165.10964965820312, var: 714.3026123046875, global_min: -189.55844116210938
it: 143, min: -175.55844116210938, max: 154.89390563964844, mean: -156.28250122070312, var: 2515.65576171875, global_min: -189.55844116210938
it: 144, min: -175.55844116210938, max: 184.0, mean: -154.76425170898438, var: 3216.388916015625, global_min: -189.55844116210938
it: 145, min: -175.55844116210938, max: 170.27345275878906, mean: -161.90390014648438, var: 1560.17626953125, global_min: -189.55844116210938
it: 146, min: -171.55844116210938, max: 164.27345275878906, mean: -159.61636352539062, var: 1594.9443359375, global_min: -189.55844116210938
it: 147, min: -171.55844116210938, max: 168.27345275878906, mean: -149.93943786621094, var: 3403.48876953125, global_min: -189.55844116210938
it: 148, min: -173.55844116210938, max: 59.50711441040039, mean: -161.95632934570312, var: 887.3905029296875, global_min: -189.55844116210938
it: 149, min: -173.55844116210938, max: 133.5968475341797, mean: -158.11483764648438, var: 2145.059814453125, global_min: -189.55844116210938
it: 150, min: -173.55844116210938, max: 168.27345275878906, mean: -158.07501220703125, var: 1841.4461669921875, global_min: -189.55844116210938
it: 151, min: -175.55844116210938, max: 129.44155883789062, mean: -149.1945343017578, var: 3360.836181640625, global_min: -189.55844116210938
it: 152, min: -173.55844116210938, max: 172.89390563964844, mean: -156.80520629882812, var: 2157.234619140625, global_min: -189.55844116210938
it: 153, min: -175.55844116210938, max: 186.0, mean: -156.6072998046875, var: 2003.7357177734375, global_min: -189.55844116210938
it: 154, min: -173.55844116210938, max: 124.53528594970703, mean: -154.298828125, var: 2103.3095703125, global_min: -189.55844116210938
it: 155, min: -175.55844116210938, max: 163.4766387939453, mean: -149.2601776123047, var: 3118.79345703125, global_min: -189.55844116210938
it: 156, min: -173.55844116210938, max: 196.0, mean: -153.08798217773438, var: 2634.101806640625, global_min: -189.55844116210938
it: 157, min: -175.55844116210938, max: 178.27345275878906, mean: -154.470458984375, var: 3015.5478515625, global_min: -189.55844116210938
it: 158, min: -175.55844116210938, max: 164.89390563964844, mean: -158.67767333984375, var: 2008.1470947265625, global_min: -189.55844116210938
it: 159, min: -174.55844116210938, max: 169.27345275878906, mean: -159.16757202148438, var: 1868.6624755859375, global_min: -189.55844116210938
it: 160, min: -175.55844116210938, max: 183.0, mean: -159.4491424560547, var: 2143.056396484375, global_min: -189.55844116210938
it: 161, min: -173.55844116210938, max: 167.27345275878906, mean: -163.86534118652344, var: 1294.383056640625, global_min: -189.55844116210938
it: 162, min: -173.55844116210938, max: 126.62440490722656, mean: -166.73617553710938, var: 516.7631225585938, global_min: -189.55844116210938
it: 163, min: -173.55844116210938, max: 109.49128723144531, mean: -166.6722869873047, var: 414.9618225097656, global_min: -189.55844116210938
it: 164, min: -173.55844116210938, max: 113.60643768310547, mean: -164.73440551757812, var: 782.7893676757812, global_min: -189.55844116210938
it: 165, min: -173.55844116210938, max: 119.9358901977539, mean: -163.59335327148438, var: 780.3679809570312, global_min: -189.55844116210938
it: 166, min: -183.55844116210938, max: -93.55844116210938, mean: -168.14845275878906, var: 55.386898040771484, global_min: -189.55844116210938
it: 167, min: -173.55844116210938, max: 74.64655303955078, mean: -166.84190368652344, var: 324.43353271484375, global_min: -189.55844116210938
it: 168, min: -173.55844116210938, max: 103.83245086669922, mean: -165.8092803955078, var: 623.5836791992188, global_min: -189.55844116210938
it: 169, min: -173.55844116210938, max: 99.71912384033203, mean: -164.15823364257812, var: 943.7669067382812, global_min: -189.55844116210938
it: 170, min: -173.55844116210938, max: 92.3216323852539, mean: -165.22618103027344, var: 694.3345947265625, global_min: -189.55844116210938
it: 171, min: -183.55844116210938, max: 175.0, mean: -163.07679748535156, var: 1621.597900390625, global_min: -189.55844116210938
it: 172, min: -179.55844116210938, max: 161.27345275878906, mean: -166.89097595214844, var: 501.1775207519531, global_min: -189.55844116210938
it: 173, min: -175.55844116210938, max: 123.62440490722656, mean: -164.44869995117188, var: 1315.4405517578125, global_min: -189.55844116210938
it: 174, min: -173.55844116210938, max: 160.27345275878906, mean: -163.42391967773438, var: 1442.400390625, global_min: -189.55844116210938
it: 175, min: -175.55844116210938, max: 133.0444793701172, mean: -163.01307678222656, var: 1673.60498046875, global_min: -189.55844116210938
it: 176, min: -173.55844116210938, max: 125.62440490722656, mean: -164.96487426757812, var: 896.684814453125, global_min: -189.55844116210938
it: 177, min: -173.55844116210938, max: 175.0, mean: -164.32069396972656, var: 1191.01025390625, global_min: -189.55844116210938
it: 178, min: -173.55844116210938, max: 175.0, mean: -159.23513793945312, var: 2380.37060546875, global_min: -189.55844116210938
it: 179, min: -173.55844116210938, max: 130.5968475341797, mean: -159.64166259765625, var: 1988.960693359375, global_min: -189.55844116210938
it: 180, min: -173.55844116210938, max: 130.62440490722656, mean: -156.22482299804688, var: 2990.50390625, global_min: -189.55844116210938
it: 181, min: -173.55844116210938, max: 168.27345275878906, mean: -160.298828125, var: 1890.6959228515625, global_min: -189.55844116210938
it: 182, min: -175.55844116210938, max: 180.0, mean: -158.16061401367188, var: 2218.275146484375, global_min: -189.55844116210938
it: 183, min: -175.55844116210938, max: 168.27345275878906, mean: -152.7643280029297, var: 3397.685791015625, global_min: -189.55844116210938
it: 184, min: -175.55844116210938, max: 187.0, mean: -151.223876953125, var: 4342.892578125, global_min: -189.55844116210938
it: 185, min: -173.55844116210938, max: 180.02992248535156, mean: -153.8573760986328, var: 3711.0361328125, global_min: -189.55844116210938
it: 186, min: -175.55844116210938, max: 163.89390563964844, mean: -157.0646514892578, var: 2604.30810546875, global_min: -189.55844116210938
it: 187, min: -175.55844116210938, max: 169.27345275878906, mean: -159.2030029296875, var: 2216.88720703125, global_min: -189.55844116210938
it: 188, min: -177.55844116210938, max: 115.12117767333984, mean: -162.4752960205078, var: 1039.412841796875, global_min: -189.55844116210938
it: 189, min: -173.55844116210938, max: 179.0, mean: -162.4369354248047, var: 1214.6854248046875, global_min: -189.55844116210938
it: 190, min: -173.55844116210938, max: 179.0, mean: -152.55889892578125, var: 2928.432373046875, global_min: -189.55844116210938
it: 191, min: -184.55844116210938, max: 104.44155883789062, mean: -160.36265563964844, var: 1585.7449951171875, global_min: -189.55844116210938
it: 192, min: -175.55844116210938, max: 167.27345275878906, mean: -157.37709045410156, var: 2422.65185546875, global_min: -189.55844116210938
it: 193, min: -175.55844116210938, max: 169.27345275878906, mean: -151.66390991210938, var: 3290.154296875, global_min: -189.55844116210938
it: 194, min: -173.55844116210938, max: 119.28932189941406, mean: -154.9098358154297, var: 2391.990234375, global_min: -189.55844116210938
it: 195, min: -173.55844116210938, max: 188.0, mean: -155.34866333007812, var: 2569.36376953125, global_min: -189.55844116210938
it: 196, min: -175.55844116210938, max: 173.27345275878906, mean: -151.3315887451172, var: 3805.689208984375, global_min: -189.55844116210938
it: 197, min: -175.55844116210938, max: 174.27345275878906, mean: -151.28741455078125, var: 3293.515625, global_min: -189.55844116210938
it: 198, min: -175.55844116210938, max: 156.66871643066406, mean: -151.3842315673828, var: 3274.833740234375, global_min: -189.55844116210938
it: 199, min: -175.55844116210938, max: 141.62440490722656, mean: -154.83628845214844, var: 2009.1947021484375, global_min: -189.55844116210938
it: 200, min: -174.55844116210938, max: 169.89390563964844, mean: -158.76449584960938, var: 2000.14453125, global_min: -189.55844116210938
it: 201, min: -173.55844116210938, max: 169.27345275878906, mean: -151.309814453125, var: 3346.04931640625, global_min: -189.55844116210938
it: 202, min: -173.55844116210938, max: 177.27345275878906, mean: -148.13392639160156, var: 4249.85986328125, global_min: -189.55844116210938
it: 203, min: -175.55844116210938, max: 187.02992248535156, mean: -151.07217407226562, var: 4152.83544921875, global_min: -189.55844116210938
it: 204, min: -175.55844116210938, max: 167.89390563964844, mean: -125.80538940429688, var: 8891.134765625, global_min: -189.55844116210938
it: 205, min: -173.55844116210938, max: 150.62440490722656, mean: -157.0603485107422, var: 2453.815673828125, global_min: -189.55844116210938
it: 206, min: -177.55844116210938, max: 171.27345275878906, mean: -149.90521240234375, var: 4231.68310546875, global_min: -189.55844116210938
it: 207, min: -171.55844116210938, max: 189.0, mean: -147.5739288330078, var: 4462.025390625, global_min: -189.55844116210938
it: 208, min: -173.55844116210938, max: 187.02992248535156, mean: -152.54774475097656, var: 3448.441162109375, global_min: -189.55844116210938
it: 209, min: -173.55844116210938, max: 147.0444793701172, mean: -155.6859130859375, var: 2331.34814453125, global_min: -189.55844116210938
it: 210, min: -175.55844116210938, max: 165.89390563964844, mean: -161.9379119873047, var: 1273.0977783203125, global_min: -189.55844116210938
it: 211, min: -175.55844116210938, max: 180.0, mean: -153.23492431640625, var: 3082.71240234375, global_min: -189.55844116210938
it: 212, min: -175.55844116210938, max: 166.89390563964844, mean: -150.13433837890625, var: 3292.247802734375, global_min: -189.55844116210938
it: 213, min: -175.55844116210938, max: 179.27345275878906, mean: -142.52247619628906, var: 5100.58154296875, global_min: -189.55844116210938
it: 214, min: -177.55844116210938, max: 186.27345275878906, mean: -160.30723571777344, var: 1551.8896484375, global_min: -189.55844116210938
it: 215, min: -173.55844116210938, max: 128.44155883789062, mean: -158.1868896484375, var: 1646.4130859375, global_min: -189.55844116210938
it: 216, min: -173.55844116210938, max: 185.0, mean: -145.38560485839844, var: 4475.548828125, global_min: -189.55844116210938
it: 217, min: -171.55844116210938, max: 197.0, mean: -146.1913604736328, var: 4341.56298828125, global_min: -189.55844116210938
it: 218, min: -171.55844116210938, max: 143.44155883789062, mean: -153.39968872070312, var: 2807.979736328125, global_min: -189.55844116210938
it: 219, min: -173.55844116210938, max: 168.89390563964844, mean: -149.35647583007812, var: 3842.146728515625, global_min: -189.55844116210938
it: 220, min: -175.55844116210938, max: 151.0444793701172, mean: -146.5459442138672, var: 3344.33935546875, global_min: -189.55844116210938
it: 221, min: -175.55844116210938, max: 200.0, mean: -124.22100067138672, var: 7884.806640625, global_min: -189.55844116210938
it: 222, min: -182.55844116210938, max: 135.17822265625, mean: -150.6636505126953, var: 2653.51220703125, global_min: -189.55844116210938
it: 223, min: -175.55844116210938, max: 197.0, mean: -153.99813842773438, var: 2412.983642578125, global_min: -189.55844116210938
it: 224, min: -173.55844116210938, max: 177.27345275878906, mean: -156.21673583984375, var: 2485.823486328125, global_min: -189.55844116210938
it: 225, min: -173.55844116210938, max: 172.27345275878906, mean: -143.79595947265625, var: 4832.87060546875, global_min: -189.55844116210938
it: 226, min: -173.55844116210938, max: 184.27345275878906, mean: -150.4407958984375, var: 3208.203125, global_min: -189.55844116210938
it: 227, min: -173.55844116210938, max: 162.4775848388672, mean: -149.36148071289062, var: 3969.36962890625, global_min: -189.55844116210938
it: 228, min: -173.55844116210938, max: 144.5968475341797, mean: -157.43991088867188, var: 2320.68310546875, global_min: -189.55844116210938
